planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
285044-reacondicionamiento-viseras-sector-cargas-aereas-aisp;285044-reacondicionamiento-viseras-sector-cargas-aereas-aisp;285044-reacondicionamiento-viseras-sector-cargas-aereas-aisp;;;285044;REACONDICIONAMIENTO DE VISERAS EN EL SECTOR CARGAS AEREAS AISP;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Dirección Nacional de Aeronaútica Civil / Empresas Públicas;ADJ;Adjudicada;5/2/2015 08:30;tradicional;31/12/2014 00:00;16/1/2015 09:08;
285270-adquisicion-tintas-pinturas-colorantes-ad-referendum;285270-adquisicion-tintas-pinturas-colorantes-ad-referendum;285270-adquisicion-tintas-pinturas-colorantes-ad-referendum-1;;;285270;Adquisicion de Tintas, Pinturas y Colorantes (Ad Referendum);CD - Contratación Directa;16 - Productos quimicos;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;23/1/2015 14:30;tradicional;31/12/2014 00:00;16/1/2015 09:06;
285297-adquisicion-materiales-electricos-baco-ad-referendum;285297-adquisicion-materiales-electricos-baco-ad-referendum;285297-adquisicion-materiales-electricos-baco-ad-referendum-1;;;285297;Adquisición de Materiales Electricos (BACO) Ad Referendum;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;29/1/2015 08:30;tradicional;31/12/2014 00:00;16/1/2015 08:55;
285476-construccion-cocina-comedor-escuela-colonia-emilio-acevedo;285476-construccion-cocina-comedor-escuela-colonia-emilio-acevedo;285476-construccion-cocina-comedor-escuela-colonia-emilio-acevedo;;;285476;CONSTRUCCIÓN DE COCINA COMEDOR EN ESCUELA COLONIA EMILIO ACEVEDO;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Santa Rosa Misiones / Municipalidades;ADJ;Adjudicada;31/1/2015 08:00;tradicional;31/1/2015 00:00;16/1/2015 08:47;
285390-contratacion-servicios-ceremoniales-ad-referendum;285390-contratacion-servicios-ceremoniales-ad-referendum;285390-contratacion-servicios-ceremoniales-ad-referendum-1;;;285390;Contratacion de Servicios Ceremoniales Ad-Referendum ;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Nueva Esperanza / Municipalidades;ADJ;Adjudicada;26/1/2015 08:30;tradicional;31/12/2014 00:00;16/1/2015 08:23;
284725-servicios-recoleccion-basuras;284725-servicios-recoleccion-basuras;284725-servicios-recoleccion-basuras;;;284725;SERVICIOS DE RECOLECCIÓN DE BASURAS ;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Fram / Municipalidades;ADJ;Adjudicada;23/1/2015 09:00;tradicional;31/1/2015 00:00;16/1/2015 08:23;
284715-adquisicion-equipos-transporte;284715-adquisicion-equipos-transporte;284715-adquisicion-equipos-transporte-1;;;284715;ADQUISICIÓN DE EQUIPOS DE TRANSPORTE;LPN - Licitación Pública Nacional;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Ciudad del Este / Municipalidades;ADJ;Adjudicada;17/3/2015 10:00;tradicional;28/2/2015 00:00;16/1/2015 07:40;
285942-servicio-consultoria-contable-administrativa;285942-servicio-consultoria-contable-administrativa;285942-servicio-consultoria-contable-administrativa;;;285942;Servicio de Consultoria Contable y Administrativa;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Salto del Guairá / Municipalidades;ADJ;Adjudicada;28/1/2015 07:30;tradicional;31/1/2015 00:00;16/1/2015 07:39;
285912-servicios-gastronomicos;285912-servicios-gastronomicos;285912-servicios-gastronomicos;;;285912;SERVICIOS GASTRONOMICOS;LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Honorable Cámara de Diputados / Poder Legislativo;ADJ;Adjudicada;9/2/2015 10:00;tradicional;31/1/2015 00:00;16/1/2015 07:26;
285798-adquisicion-hojas-seguridad-com-etiquetas-holograficas;285798-adquisicion-hojas-seguridad-com-etiquetas-holograficas;285798-adquisicion-hojas-seguridad-com-etiquetas-holograficas;;;285798;ADQUISICIÓN DE HOJAS DE SEGURIDAD COM ETIQUETAS HOLOGRÁFICAS;CD - Contratación Directa;7 - Servicios Técnicos;Ministerio de Industria y Comercio / Poder Ejecutivo;ADJ;Adjudicada;3/2/2015 09:30;tradicional;31/1/2015 00:00;16/1/2015 07:14;
285433-adquisicion-equipos-informaticos-utgs;285433-adquisicion-equipos-informaticos-utgs;285433-adquisicion-equipos-informaticos-utgs;;;285433;ADQUISICIÓN DE EQUIPOS INFORMÁTICOS PARA LA UTGS;CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;6/2/2015 10:00;tradicional;31/12/2014 00:00;15/1/2015 14:57;
285727-adquisicion-set-bombas-infusion-volumetricas-equipos-comodato;285727-adquisicion-set-bombas-infusion-volumetricas-equipos-comodato;285727-adquisicion-set-bombas-infusion-volumetricas-equipos-comodato-1;;;285727;ADQUISICION DE SET DE BOMBAS DE INFUSION VOLUMETRICAS CON EQUIPOS EN COMODATO;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;9/2/2015 08:00;tradicional;31/1/2015 00:00;15/1/2015 14:42;
285431-adquisicion-muebles-oficina-utgs;285431-adquisicion-muebles-oficina-utgs;285431-adquisicion-muebles-oficina-utgs;;;285431;ADQUISICIÓN DE MUEBLES DE OFICINA PARA LA UTGS;CD - Contratación Directa;23 - Muebles y Enseres;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;23/1/2015 10:00;tradicional;31/12/2014 00:00;15/1/2015 14:30;
284089-adquisicion-acondicionadores-aire-tipo-split;284089-adquisicion-acondicionadores-aire-tipo-split;284089-adquisicion-acondicionadores-aire-tipo-split-1;;;284089;ADQUISICION DE ACONDICIONADORES DE AIRE TIPO SPLIT;CO - Concurso de Ofertas;23 - Muebles y Enseres;Petróleos Paraguayos / Empresas Públicas;ADJ;Adjudicada;28/1/2015 09:00;tradicional;31/12/2014 00:00;15/1/2015 14:19;
285713-mantenimiento-sistema-prevencion-incendio-congreso-nacion;285713-mantenimiento-sistema-prevencion-incendio-congreso-nacion;285713-mantenimiento-sistema-prevencion-incendio-congreso-nacion;;;285713;Mantenimiento del sistema de prevención de incendio para el Congreso de la Nación;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Congreso Nacional / Poder Legislativo;ADJ;Adjudicada;27/1/2015 09:00;tradicional;31/1/2015 00:00;15/1/2015 14:18;
283528-adquisicion-repuestos-equipo-analizador-gases;283528-adquisicion-repuestos-equipo-analizador-gases;283528-adquisicion-repuestos-equipo-analizador-gases-1;;;283528;Adquisicion de Repuestos para Equipo de Analizador de Gases;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Industria Nacional del Cemento / Empresas Públicas;ADJ;Adjudicada;20/3/2015 09:00;tradicional;31/1/2015 00:00;15/1/2015 14:16;
285015-almuerzo-escolar-escuelas-publicas-canindeyu-2015-ad-referendum;285015-almuerzo-escolar-instituciones-educativas-departamento-canindeyu-2015-sumi;285015-almuerzo-escolar-instituciones-educativas-departamento-canindeyu-2015-suministro-tra-1;;;285015;ALMUERZO ESCOLAR PARA INSTITUCIONES EDUCATIVAS DEL DEPARTAMENTO DE CANINDEYÚ 2015 (SUMINISTRO, TRANSPORTE Y ELABORACIÓN EN LOS SITIOS DESIGNADOS) (AD REFERENDUM).;LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Gobierno Departamental de Canindeyú / Gobiernos Departamentales;ADJ;Adjudicada;11/3/2015 07:00;tradicional;31/12/2014 00:00;15/1/2015 14:12;
285593-alquiler-fotocopiadoras-examen-ingreso-ad-referendum-presupuesto-2015;285593-alquiler-fotocopiadoras-examen-ingreso-ad-referendum-presupuesto-2015;285593-alquiler-fotocopiadoras-examen-ingreso-ad-referendum-presupuesto-2015;;;285593;ALQUILER DE FOTOCOPIADORAS PARA EL EXAMEN DE INGRESO - AD REFERÉNDUM PRESUPUESTO 2015;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;22/1/2015 10:00;tradicional;31/1/2015 00:00;15/1/2015 14:06;
284982-adquisicion-reactivos-e-insumos-provision-equipos-comodato-laboratorio-hos;284982-lpn-01-15-adquisicion-reactivos-e-insumos-provision-equipos-comodato-labor;284982-lpn-01-15-adquisicion-reactivos-e-insumos-provision-equipos-comodato-laboratorio-hos-1;;;284982;LPN 01-15 ADQUISICIÓN DE REACTIVOS E INSUMOS CON PROVISION DE EQUIPOS EN COMODATO PARA EL LABORATORIO DEL HOSPITAL REGIONAL DE CIUDAD DEL ESTE - AD REFERENDUM 2015;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;24/2/2015 09:45;tradicional;30/11/2014 00:00;15/1/2015 14:05;
285165-adquisicion-urgente-instrumentales-equipos-biomedicos-marca-karl-storz-per;285165-cd-n-68-14-adquisicion-urgente-instrumentales-equipos-biomedicos-marca-kar;285165-cd-n-68-14-adquisicion-urgente-instrumentales-equipos-biomedicos-marca-karl-storz-pe-1;;;285165;CD Nº 68/14 ADQUISICIÓN URGENTE DE INSTRUMENTALES PARA EQUIPOS BIOMEDICOS DE LA MARCA KARL STORZ PERTENECIENTES AL SERVICIO DE UROLOGÍA DEL IPS - AD REFERÉNDUM 2015;CD - Contratación Directa;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;3/2/2015 08:45;tradicional;31/12/2014 00:00;15/1/2015 14:05;
285799-construccion-aulas-colegio-nacional-pirapey-km-41;285799-construccion-aulas-colegio-nacional-pirapey-km-41;;;;285799;Construcción de Aulas en el Colegio Nacional Pirapey Km. 41;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Edelira / Municipalidades;EVAL;En Evaluacion (Cerrada);29/1/2015 10:00;tradicional;28/2/2015 00:00;15/1/2015 13:51;
285734-trabajos-iluminacion-tramo-avda-guarnipitan-virgen-rosario;285734-trabajos-iluminacion-tramo-avda-guarnipitan-virgen-rosario;285734-trabajos-iluminacion-tramo-avda-guarnipitan-virgen-rosario;;;285734;TRABAJOS DE ILUMINACIÓN-TRAMO AVDA GUARNIPITAN Y VIRGEN DEL ROSARIO;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Villeta / Municipalidades;ADJ;Adjudicada;20/1/2015 09:00;tradicional;31/1/2015 00:00;15/1/2015 13:50;
284406-sistema-cobro-tarjetas-debito-credito;284406-sistema-cobro-tarjetas-debito-credito;284406-sistema-cobro-tarjetas-debito-credito;;;284406;Sistema de Cobro con tarjetas de débito/crédito;CE - Contratación por Excepción;7 - Servicios Técnicos;Facultad de Arquitectura / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;20/1/2015 10:00;tradicional;30/11/2014 00:00;15/1/2015 13:36;
285282-construccion-aula-biblioteca-otras-reparaciones-fonacide-ad-referendum;285282-construccion-aula-biblioteca-otras-reparaciones-fonacide-ad-referendum;285282-construccion-aula-biblioteca-otras-reparaciones-fonacide-ad-referendum-1;;;285282;Construcción de aula, biblioteca y otras reparaciones con FONACIDE-Ad Referendum ;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Guarambaré / Municipalidades;ADJ;Adjudicada;30/1/2015 07:30;tradicional;31/1/2015 00:00;15/1/2015 11:20;
285269-adquisicion-recarga-extintores-incendio-botellones-oxigeno-nitrogeno-ad-re;285269-adquisicion-recarga-extintores-incendio-botellones-oxigeno-nitrogeno-ad-re;285269-adquisicion-recarga-extintores-incendio-botellones-oxigeno-nitrogeno-ad-referendum-1;;;285269;Adquisicion de Recarga de Extintores de Incendio, Botellones de Oxigeno y Nitrogeno (Ad Referendum);CD - Contratación Directa;16 - Productos quimicos;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;27/1/2015 08:00;tradicional;31/1/2015 00:00;15/1/2015 11:01;
284852-servicio-certificado-digital-bnf;284852-servicio-certificado-digital-bnf-ad-referendum;284852-servicio-certificado-digital-bnf-ad-referendum-1;;;284852;Servicio de Certificado Digital para el BNF - Ad Referendum   ;CD - Contratación Directa;7 - Servicios Técnicos;Banco Nacional de Fomento  / Entidades Financieras Oficiales;ADJ;Adjudicada;3/2/2015 10:50;tradicional;31/1/2015 00:00;15/1/2015 10:50;
286051-adquisicion-calcomanias-municipalidad-pilar;286051-adquisicion-calcomanias-municipalidad-pilar;286051-adquisicion-calcomanias-municipalidad-pilar;;;286051;Adquisicion de calcomanias para la Municipalidad de Pilar;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Municipalidad de Pilar / Municipalidades;ADJ;Adjudicada;28/1/2015 11:30;tradicional;31/1/2015 00:00;15/1/2015 10:50;
285725-remodelacion-ampliacion-anfiteatro-don-prisciliano-villalba;285725-remodelacion-ampliacion-anfiteatro-don-prisciliano-villalba;285725-remodelacion-ampliacion-anfiteatro-don-prisciliano-villalba;;;285725;REMODELACIÓN Y AMPLIACIÓN DEL ANFITEATRO DON PRISCILIANO VILLALBA;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Itá / Municipalidades;ADJ;Adjudicada;23/1/2015 08:00;tradicional;31/1/2015 00:00;15/1/2015 10:48;
285372-ejecucion-proyecto-inversion;285372-ejecucion-proyecto-inversion;285372-ejecucion-proyecto-inversion;;;285372;Ejecucion proyecto de inversion;CO - Concurso de Ofertas;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Mbaracayú / Municipalidades;ADJ;Adjudicada;27/1/2015 09:00;tradicional;31/12/2014 00:00;15/1/2015 09:55;
283248-pago-espacio-participacion-paraguay-feria-turismo-fitur-2015;283248-pago-espacio-participacion-paraguay-feria-turismo-fitur-2015;283248-pago-espacio-participacion-paraguay-feria-turismo-fitur-2015-1;;;283248;PAGO POR ESPACIO PARTICIPACION DE PARAGUAY EN LA FERIA DE TURISMO FITUR´2015;LC - Locación de Inmuebles;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Secretaria Nacional de Turismo / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;21/1/2015 10:00;tradicional;31/1/2015 00:00;15/1/2015 09:51;
280666-obras-mantenimiento-reparaciones-dependencias-distintos-centros-asistencia;280666-obras-mantenimiento-reparaciones-dependencias-distintos-centros-asistencia;280666-obras-mantenimiento-reparaciones-dependencias-distintos-centros-asistenciales-nivel-1;;;280666;OBRAS DE MANTENIMIENTO Y REPARACIONES DE DEPENDENCIAS DE DISTINTOS CENTROS ASISTENCIALES A NIVEL NACIONAL DEL MSP Y BS;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;13/2/2015 09:50;tradicional;31/10/2014 00:00;15/1/2015 09:49;
285510-construccion-entubamiento-cruce-mbaracayu-empedrados-gral-diaz;285510-construccion-entubamiento-cruce-mbaracayu-empedrados-gral-diaz;285510-construccion-entubamiento-cruce-mbaracayu-empedrados-gral-diaz-1;;;285510;Construccion de entubamiento en cruce Mbaracayu y empedrados en Gral Diaz;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Mbaracayú / Municipalidades;ADJ;Adjudicada;30/1/2015 11:00;tradicional;31/12/2014 00:00;15/1/2015 09:37;
285419-provision-combustible-lubricantes;285419-provision-combustible-lubricantes;285419-provision-combustible-lubricantes-1;;;285419;PROVISION DE COMBUSTIBLE Y LUBRICANTES;CO - Concurso de Ofertas;15 - Combustibles y Lubricantes;Municipalidad de San Antonio / Municipalidades;ADJ;Adjudicada;27/1/2015 08:45;tradicional;31/12/2015 00:00;15/1/2015 09:14;
285546-locacion-inmueble-determinado-puesto-sanitario-itaugua-ad-referendum-2015;285546-li-n-17-14-locacion-inmueble-determinado-puesto-sanitario-itaugua-ad-refer;285546-li-n-17-14-locacion-inmueble-determinado-puesto-sanitario-itaugua-ad-referendum-2015-1;;;285546;LI N° 17/14 LOCACIÓN DE INMUEBLE DETERMINADO PARA EL PUESTO SANITARIO DE ITAUGUA - AD REFERÉNDUM 2015;LC - Locación de Inmuebles;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;23/1/2015 09:45;tradicional;31/1/2015 00:00;15/1/2015 09:01;
270786-construccion-e-interconexion-subestacion-barrio-molino-220-kv;270786-lp1090-14-construccion-e-interconexion-subestacion-barrio-molino-220-kv-ad;270786-lp1090-14-construccion-e-interconexion-subestacion-barrio-molino-220-kv-ad-referendu-1;;;270786;Lp1090-14. Construcción e Interconexión de la Subestación Barrio Molino en 220 kV - Ad Referendum.;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Administración Nacional de Electricidad / Empresas Públicas;ADJ;Adjudicada;17/4/2015 09:00;tradicional;30/11/2014 00:00;15/1/2015 08:44;
286049-adquisicion-formularios-continuos-municipalidad-pilar;286049-adquisicion-formularios-continuos-municipalidad-pilar;286049-adquisicion-formularios-continuos-municipalidad-pilar;;;286049;Adquisición de formularios continuos para la Municipalidad de Pilar;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Municipalidad de Pilar / Municipalidades;ADJ;Adjudicada;28/1/2015 10:30;tradicional;31/1/2015 00:00;15/1/2015 08:36;
285983-adquisicion-productos-e-insumos-no-metalicos-materiales-construccion;285983-contratacion-directa-na-02-2015-adquisicion-productos-e-insumos-no-metalic;285983-contratacion-directa-na-02-2015-adquisicion-productos-e-insumos-no-metalicos-materia-1;;;285983;CONTRATACION DIRECTA Nª 02/2015 Adquisición de productos e insumos no metálicos - Materiales de Construcción.;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Luque / Municipalidades;ADJ;Adjudicada;23/1/2015 07:30;tradicional;31/1/2015 00:00;15/1/2015 08:27;
