planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
299654-construccion-tinglados-1;299654-construccion-tinglados-distritos-departamento-canindeyu-2da-etapa-1;299654-construccion-tinglados-distritos-departamento-canindeyu-2da-etapa-1;;;299654;CONSTRUCCION DE TINGLADOS EN DISTRITOS DEL DEPARTAMENTO DE CANINDEYU - 2DA. ETAPA;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Canindeyú / Gobiernos Departamentales;ADJ;Adjudicada;19/10/2015 07:00;tradicional;30/9/2015 00:00;6/10/2015 16:11;
299337-adquisicion-heladeras-telefonos-digitales-1;299337-adquisicion-heladeras-telefonos-digitales-1;299337-adquisicion-heladeras-telefonos-digitales-1;;;299337;Adquisición de Heladeras y Teléfonos Digitales;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Ministerio de la Defensa Pública - Defensoría / Poder Judicial;ADJ;Adjudicada;13/10/2015 09:00;tradicional;30/9/2015 00:00;6/10/2015 16:05;
282600-adquisicion-obsequios-protocolares;282600-adquisicion-obsequios-protocolares-5,282600-adquisicion-obsequios-protocolares-3,282600-adquisicion-obsequios-protocolares-ad-referendum;282600-adquisicion-obsequios-protocolares-segundo-llamado-1;;;282600;ADQUISICION DE OBSEQUIOS PROTOCOLARES - SEGUNDO LLAMADO;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Ministerio Público - Fiscalía / Poder Judicial;ADJ;Adjudicada;28/10/2015 09:00;tradicional;31/1/2015 00:00;6/10/2015 16:04;
298837-renovacion-antivirus-1;298837-renovacion-antivirus-1;298837-renovacion-antivirus-1;;;298837;Renovacion de antivirus;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ente Regulador de Servicios Sanitarios / Entes Autónomos y Autárquicos;ADJ;Adjudicada;13/10/2015 08:00;tradicional;31/8/2015 00:00;6/10/2015 16:02;
299039-adquisicion-muebles-equipos-oficina-1;299039-adquisicion-muebles-equipos-oficina-1;299039-adquisicion-muebles-equipos-oficina-1;;;299039;Adquisicion de muebles y equipos de oficina;CD - Contratación Directa;23 - Muebles y Enseres;Municipalidad de Félix Pérez Cardozo / Municipalidades;ADJ;Adjudicada;20/10/2015 09:00;tradicional;31/10/2015 00:00;6/10/2015 16:01;
290822-consultoria-planificacion-estrategica-2015-2019;290822-consultoria-planificacion-estrategica-2016-2018-1;290822-consultoria-planificacion-estrategica-2016-2018-1;;;290822;Consultoría para Planificación Estratégica 2016/2018;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;ADJ;Adjudicada;22/10/2015 10:00;tradicional;30/9/2015 00:00;6/10/2015 15:53;
297358-contratacion-servicios-mantenimiento-preventivo-provision-e-instalacion-filtros-hepa-1;297358-cd-sbe-n-13-15-contratacion-servicios-mantenimiento-preventivo-provision-e-instalaci-1;297358-cd-sbe-n-13-15-contratacion-servicios-mantenimiento-preventivo-provision-e-instalaci-1;;;297358;CD SBE N° 13-15 CONTRATACION DE SERVICIOS DE MANTENIMIENTO PREVENTIVO CON PROVISION E INSTALACION DE FILTROS HEPA PARA EL IPS;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;3/11/2015 08:00;tradicional;30/6/2015 00:00;6/10/2015 15:33;
287863-adquisicion-escaner-huellas-dactilares;287863-adquisicion-equipos-biometricos-camara-fotografica-1;287863-adquisicion-equipos-biometricos-camara-fotografica-1;;;287863;Adquisicion de Equipos Biometricos y Camara Fotografica;LPN - Licitación Pública Nacional;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Policia Nacional / Ministerio del Interior / Poder Ejecutivo;ADJ;Adjudicada;19/10/2015 08:00;tradicional;30/9/2015 00:00;6/10/2015 15:27;
298910-adquisicion-protesis-paciente-edgar-rojas-gonzalez-servicio-ortopedia-traumatologia-1;298910-cd-sbe-n-27-15-adquisicion-protesis-paciente-edgar-rojas-gonzalez-servicio-ortopedia-1;298910-cd-sbe-n-27-15-adquisicion-protesis-paciente-edgar-rojas-gonzalez-servicio-ortopedia-1;;;298910;CD SBE Nº 27/15 Adquisición de prótesis para el paciente Edgar Rojas Gonzalez, del servicio de Ortopedia y Traumatologia ;CD - Contratación Directa;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;14/10/2015 08:00;tradicional;30/9/2015 00:00;6/10/2015 15:23;
288501-adquisicion-uniformes;288501-adquisicion-uniformes-1;288501-adquisicion-uniformes-1;;;288501;Adquisicion de Uniformes;CO - Concurso de Ofertas;10 - Textiles, vestuarios y calzados;Hospital General Pediatrico Niños de Acosta Ñu / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;16/10/2015 11:00;tradicional;30/4/2015 00:00;6/10/2015 14:54;
299355-lpn-01-2015-adquisicion-equipos-informaticos-sbe-1;299355-co-12-2015-adquisicion-equipos-informaticos-sbe-1;299355-co-12-2015-adquisicion-equipos-informaticos-sbe-1;;;299355;"CO 12/2015 ""Adquisición de Equipos Informáticos por SBE""";CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Corte Suprema de Justicia / Poder Judicial;ADJ;Adjudicada;26/10/2015 08:30;tradicional;30/9/2015 00:00;6/10/2015 14:50;
299844-construccion-aula-col-nac-san-isidro-labrador-1;299844-contratacion-directa-n-23-2015-construccion-aula-col-nac-san-isidro-labrador-1;299844-contratacion-directa-n-23-2015-construccion-aula-col-nac-san-isidro-labrador-1;;;299844;CONTRATACION DIRECTA Nº 23/2015 - CONSTRUCCION DE AULA - COL. NAC. SAN ISIDRO LABRADOR;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Aregua / Municipalidades;ADJ;Adjudicada;13/10/2015 07:30;tradicional;31/10/2015 00:00;6/10/2015 14:31;
284490-adquisicion-acondicionadores-aire-ventiladores-centro-educativo-municipal-1;284490-adquisicion-acondicionadores-aire-ventiladores-centro-educativo-municipal-3,284490-adquisicion-acondicionadores-aire-ventiladores-centro-educativo-municipal-1;;;;284490;ADQUISICION DE ACONDICIONADORES DE AIRE Y VENTILADORES PARA EL CENTRO EDUCATIVO MUNICIPAL;CO - Concurso de Ofertas;23 - Muebles y Enseres;Municipalidad de Ciudad del Este / Municipalidades;DES;Desierta;16/10/2015 09:00;tradicional;31/5/2015 00:00;6/10/2015 13:38;
295397-adquisicion-motobomba-sumergible-7-5-hp-1;295397-adquisicion-motobomba-sumergible-7-5-hp-1;295397-adquisicion-motobomba-sumergible-7-5-hp-1;;;295397;ADQUISICIÓN DE MOTOBOMBA SUMERGIBLE DE 7,5 HP;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Félix Pérez Cardozo / Municipalidades;ADJ;Adjudicada;19/10/2015 09:30;tradicional;30/9/2015 00:00;6/10/2015 12:52;
296919-adquisicion-software-gestion-proyectos-1;296919-adquisicion-software-gestion-proyectos-segundo-llamado-3,296919-adquisicion-software-gestion-proyectos-1;296919-adquisicion-software-gestion-proyectos-segundo-llamado-1;;;296919;Adquisición Software de Gestión de Proyectos - SEGUNDO LLAMADO;CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Banco Nacional de Fomento  / Entidades Financieras Oficiales;ADJ;Adjudicada;20/10/2015 08:00;tradicional;30/6/2015 00:00;6/10/2015 12:52;
299363-adquisicion-diez-cubiertas-camion-volquete-1;299363-adquisicion-diez-cubiertas-camion-volquete-1;299363-adquisicion-diez-cubiertas-camion-volquete-1;;;299363;ADQUISICIÓN DE DIEZ CUBIERTAS PARA CAMIÓN VOLQUETE;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de San Ignacio / Municipalidades;ADJ;Adjudicada;14/10/2015 08:00;tradicional;30/9/2015 00:00;6/10/2015 12:44;
299733-construccion-aula-esc-bas-5393-virgen-mercedes-1;299733-construccion-aula-esc-bas-5393-virgen-mercedes-1;299733-construccion-aula-esc-bas-5393-virgen-mercedes-1;;;299733;CONSTRUCCION DE AULA EN LA ESC. BAS. 5393 VIRGEN DE LAS MERCEDES;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Mbuyapey / Municipalidades;ADJ;Adjudicada;12/10/2015 08:30;tradicional;31/10/2015 00:00;6/10/2015 11:01;
299488-adquisicion-insumos-no-metalicos-ad-referendum-sujeta-reprogramacion-presupuestaria-1;299488-contratacion-directa-n-07-2015-adquisicion-insumos-no-metalicos-piedra-triturada-5ta-1;;;;299488;CONTRATACION DIRECTA Nº 07/2015 - ADQUISICION DE INSUMOS NO METALICOS - PIEDRA TRITURADA DE 5TA -AD REFERENDUM SUJETA A REPROGRAMACION PRESUPUESTARIA PARA LA MUNICIPALIDAD DE PUERTO CASADO;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Puerto Casado / Municipalidades;EVAL;En Evaluacion (Cerrada);13/10/2015 07:30;tradicional;30/9/2015 00:00;6/10/2015 10:56;
290195-locacion-inmuebles-sede-juzgados-paz;290195-locacion-inmuebles-sede-juzgados-paz-1;290195-locacion-inmuebles-sede-juzgados-paz-1;;;290195;Locación de Inmuebles para Sede del Juzgados de Paz.;LC - Locación de Inmuebles;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Corte Suprema de Justicia / Poder Judicial;ADJ;Adjudicada;15/10/2015 09:00;tradicional;30/9/2015 00:00;6/10/2015 09:40;
299234-lc-02-2015-locacion-inmueble-determinado-juzgado-paz-ciudad-juan-e-o-leary-1;299234-lc-02-2015-locacion-inmueble-determinado-juzgado-paz-ciudad-juan-e-o-leary-1;299234-lc-02-2015-locacion-inmueble-determinado-juzgado-paz-ciudad-juan-e-o-leary-1;;;299234;"LC 02/2015 ""Locación de Inmueble Determinado para el Juzgado de Paz de la Ciudad de Juan E. O'leary""";LC - Locación de Inmuebles;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Corte Suprema de Justicia / Poder Judicial;ADJ;Adjudicada;12/10/2015 09:50;tradicional;30/9/2015 00:00;6/10/2015 09:03;
293495-ampliacion-central-telefonica-correspondiente-senatur-1;293495-ampliacion-central-telefonica-correspondiente-senatur-1;293495-ampliacion-central-telefonica-correspondiente-senatur-1;;;293495;AMPLIACIÓN DE LA CENTRAL TELEFÓNICA CORRESPONDIENTE A LA SENATUR;CE - Contratación por Excepción;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Secretaria Nacional de Turismo / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;12/10/2015 10:00;tradicional;31/7/2015 00:00;6/10/2015 08:55;
299375-adquisicion-memorias-procesadores-servidores-stp-1;299375-adquisicion-memorias-procesadores-servidores-stp-1;299375-adquisicion-memorias-procesadores-servidores-stp-1;;;299375;ADQUISICIÓN DE MEMORIAS Y PROCESADORES PARA SERVIDORES DE LA STP;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;26/10/2015 10:00;tradicional;30/9/2015 00:00;6/10/2015 08:09;
293130-recarga-extintores-secretaria-nacional-cultura;293130-recarga-extintores-secretaria-nacional-cultura-1;293130-recarga-extintores-secretaria-nacional-cultura-1;;;293130;RECARGA DE EXTINTORES - SECRETARÍA NACIONAL DE CULTURA;CD - Contratación Directa;16 - Productos quimicos;Secretaria Nacional de Cultura / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;19/10/2015 09:00;tradicional;31/10/2015 00:00;6/10/2015 07:55;
295165-construccion-aula-escolar-1;295165-construccion-aula-escolar-1;295165-construccion-aula-escolar-1;;;295165;Construcción de Aula Escolar;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Santa Rosa del Mbutuy / Municipalidades;ADJ;Adjudicada;13/10/2015 09:00;tradicional;30/6/2015 00:00;6/10/2015 07:02;
293544-adquisicion-educativos-otros;293544-adquisicion-educativos-otros-1;293544-adquisicion-educativos-otros-1;;;293544;Adquisición de Educativos y otros;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Universidad Nacional de Caaguazu / Universidades Nacionales;ADJ;Adjudicada;30/11/2015 09:00;tradicional;30/4/2015 00:00;5/10/2015 18:25;
293681-adquisicion-tractores-desmalezadoras-mochilas-fumigadoras-extintores-misio;293681-adquisicion-dispenser-electrico-mesa-1;293681-adquisicion-dispenser-electrico-mesa-1;;;293681; ADQUISICIÓN DE DISPENSER ELÉCTRICO Y DE MESA ;CD - Contratación Directa;23 - Muebles y Enseres;Secretaria Nacional de Turismo / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;19/10/2015 09:00;tradicional;30/9/2015 00:00;5/10/2015 18:23;
294338-adq-equipo-central-telefonica;294338-adq-equipo-central-telefonica-1;294338-adq-equipo-central-telefonica-1;;;294338;ADQ. DE EQUIPO PARA CENTRAL TELEFONICA;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Universidad Nacional de Pilar / Universidades Nacionales;ADJ;Adjudicada;21/10/2015 11:00;tradicional;30/9/2015 00:00;5/10/2015 18:02;
298813-adquisicion-central-telefonica-1;298813-adquisicion-central-telefonica-1;298813-adquisicion-central-telefonica-1;;;298813;ADQUISICION DE CENTRAL TELEFONICA;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Caja de Jubilaciones y Pensiones del Personal Municipal / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;16/10/2015 10:00;tradicional;30/9/2015 00:00;5/10/2015 18:00;
299688-consultoria-contratacion-universidades-o-institutos-superiores-desarrollo-programa-1;299688-lpn-n-01-2015-consultoria-contratacion-universidades-o-institutos-superiores-desarro-1;;;;299688;"LPN Nº 01/2015 ""CONSULTORÍA PARA CONTRATACIÓN DE UNIVERSIDADES O INSTITUTOS SUPERIORES PARA EL DESARROLLO DEL PROGRAMA DE FORMACIÓN EN GESTIÓN PEDAGÓGICA Y CURRICULAR""";LPN - Licitación Pública Nacional;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Educación y Cultura / Poder Ejecutivo;DES;Desierta;29/10/2015 10:00;tradicional;31/10/2015 00:00;5/10/2015 17:59;
288218-adquisicion-pinturas-thinner-barnices-masillas-plasticas-otros;288218-adquisicion-pinturas-thinner-barnices-otros-1;288218-adquisicion-pinturas-thinner-barnices-otros-1;;;288218;Adquisición de Pinturas, Thinner, Barnices y Otros;CD - Contratación Directa;16 - Productos quimicos;Administración Nacional de Electricidad / Empresas Públicas;ADJ;Adjudicada;27/10/2015 08:55;tradicional;31/8/2015 00:00;5/10/2015 17:57;
299585-adquisicion-refrigeradores-especiales-vacunas-1;299585-adquisicion-refrigeradores-especiales-vacunas-1;299585-adquisicion-refrigeradores-especiales-vacunas-1;;;299585;ADQUISICIÓN DE REFRIGERADORES ESPECIALES PARA VACUNAS ;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;9/11/2015 09:20;tradicional;30/9/2015 00:00;5/10/2015 17:49;
299692-consultoria-contratacion-universidad-o-instituto-superior-desarrollo-curso-especiali-1;299692-lpn-n-02-15-consultoria-contratacion-universidad-o-instituto-superior-desarrollo-cur-1;;;;299692;LPN N° 02/15 CONSULTORIA CONTRATACIÓN DE UNIVERSIDAD O INSTITUTO SUPERIOR PARA EL DESARROLLO DEL CURSO DE ESPECIALIZACIÓN EN EDUCACIÓN DE PERSONAS JÓVENES Y ADULTAS DIRIGIDO A FORMADOR DE FORMADORES;LPN - Licitación Pública Nacional;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Educación y Cultura / Poder Ejecutivo;DES;Desierta;13/11/2015 11:00;tradicional;31/10/2015 00:00;5/10/2015 17:47;
299710-adquisicion-camaras-videocamaras-grabadoras-1;299710-adquisicion-camaras-videocamaras-grabadoras-1;;;;299710;ADQUISICIÓN DE CÁMARAS, VIDEOCÁMARAS Y GRABADORAS ;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Presidencia de la República / Poder Ejecutivo;DES;Desierta;19/10/2015 09:00;tradicional;30/9/2015 00:00;5/10/2015 17:45;
290650-servicio-provision-conexion-fibra-optica;290650-servicio-provision-conexion-fibra-optica-1;290650-servicio-provision-conexion-fibra-optica-1;;;290650;SERVICIO DE PROVISIÓN DE CONEXIÓN DE FIBRA ÓPTICA;CD - Contratación Directa;7 - Servicios Técnicos;Comisión Nacional de Telecomunicaciones / Entes Autónomos y Autárquicos;ADJ;Adjudicada;26/10/2015 08:45;tradicional;30/9/2015 00:00;5/10/2015 17:44;
299494-contratacion-servicios-escribania-plurianual-1;299494-contratacion-servicios-escribania-plurianual-1;299494-contratacion-servicios-escribania-plurianual-1;;;299494;Contratación de Servicios de Escribanía - Plurianual;CD - Contratación Directa;7 - Servicios Técnicos;Servicio Nacional de Promocion Profesional  / Ministerio de Trabajo, Empleo y Seguridad Social / Poder Ejecutivo;ADJ;Adjudicada;26/10/2015 09:00;tradicional;30/9/2015 00:00;5/10/2015 17:43;
290692-adquisicion-equipos-comunicacion-otras-herramientas-ad-referendum-reprogra;290692-adquisicion-equipos-comunicacion-cctv-1;290692-adquisicion-equipos-comunicacion-cctv-1;;;290692;Adquisición de Equipos de Comunicación y CCTV;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Dirección  de Beneficencia / Entes Autónomos y Autárquicos;ADJ;Adjudicada;16/10/2015 08:45;tradicional;30/9/2015 00:00;5/10/2015 17:42;
299333-cd-n-20-2015-servicio-consultoria-prosecucion-implementacion-mecip-1;299333-cd-n-20-2015-servicio-consultoria-prosecucion-implementacion-mecip-1;299333-cd-n-20-2015-servicio-consultoria-prosecucion-implementacion-mecip-1;;;299333;CD N° 20/2015 SERVICIO DE CONSULTORIA PARA LA PROSECUCIÓN DE LA IMPLEMENTACION MECIP;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Secretaria Nacional de la Juventud  / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;14/10/2015 09:00;tradicional;31/10/2015 00:00;5/10/2015 17:36;
299384-construccion-pavimento-petreo-calle-pedro-juan-fleitas-calle-canonero-paraguay-alian-1;299384-contratacion-directa-n-19-2015-const-pavimento-petreo-c-pedro-juan-fleitas-c-canoner-1;299384-contratacion-directa-n-19-2015-const-pavimento-petreo-c-pedro-juan-fleitas-c-canoner-1;;;299384;"CONTRATACION DIRECTA Nº 19/2015 - Const. de pavimento petreo de la c/ Pedro Juan Fleitas, C/ Cañonero Paraguay entre Alianza y Salvadora Franco; c/ s/ nombre-perpendicular a Pedro Juan Fleitas";CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Aregua / Municipalidades;ADJ;Adjudicada;13/10/2015 07:30;tradicional;30/9/2015 00:00;5/10/2015 17:36;
299493-adquisicion-notebooks-1;299493-adquisicion-notebooks-1;299493-adquisicion-notebooks-1;;;299493;Adquisicion de Notebooks;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Hospital General Pediatrico Niños de Acosta Ñu / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;13/10/2015 09:00;tradicional;31/10/2015 00:00;5/10/2015 17:35;
286468-alquiler-impresoras-alto-volumen-sustitutiva;286468-alquiler-impresoras-alto-volumen-sustitutiva-1;;;;286468;Alquiler de Impresoras de Alto Volumen y sustitutiva;LPN - Licitación Pública Nacional;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Empresa de Servicios Sanitarios del Paraguay / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado;CAN;Anulada o Cancelada;13/11/2015 09:00;tradicional;30/9/2015 00:00;5/10/2015 17:35;
287813-adquisicion-bomba-agua-1;287813-adquisicion-motobomba-agua-1;287813-adquisicion-motobomba-agua-1;;;287813;Adquisición de Motobomba de agua;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Policia Nacional / Ministerio del Interior / Poder Ejecutivo;ADJ;Adjudicada;13/10/2015 09:00;tradicional;31/10/2015 00:00;5/10/2015 17:34;
285294-adquisicion-repuestos-mayores-aeronaves-ad-referendum;285294-adquisicion-repuestos-mayores-aeronaves-ad-referendum-plurianual-1;;;;285294;Adquisicion de Repuestos Mayores para Aeronaves (Ad Referendum) (plurianual);LPN - Licitación Pública Nacional;25 - Equipos Militares y de Seguridad. Servicio de Seguridad y Vigilancia;Ministerio de Defensa Nacional / Poder Ejecutivo;CAN;Anulada o Cancelada;27/11/2015 07:30;tradicional;30/9/2015 00:00;5/10/2015 17:33;
299481-adquisicion-uniformes-manteles-banderas-nanduti-1;299481-cd-120-2015-adquisicion-uniformes-manteles-textiles-encaje-ju-1;299481-cd-120-2015-adquisicion-uniformes-manteles-textiles-encaje-ju-1;;;299481;CD 120/2015 - ADQUISICION DE UNIFORMES, MANTELES Y TEXTILES DE ENCAJE JU;CD - Contratación Directa;10 - Textiles, vestuarios y calzados;Banco Central del Paraguay / Banca Central del Estado;ADJ;Adjudicada;21/10/2015 10:00;tradicional;30/9/2015 00:00;5/10/2015 17:33;
299567-servicios-mantenimiento-reparacion-regional-itapua-ad-referendum-1;299567-servicios-mantenimiento-reparacion-regional-itapua-ad-referendum-1;299567-servicios-mantenimiento-reparacion-regional-itapua-ad-referendum-1;;;299567;SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE LA REGIONAL DE ITAPÚA - AD REFERÉNDUM;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Servicio Nacional de Promocion Profesional  / Ministerio de Trabajo, Empleo y Seguridad Social / Poder Ejecutivo;ADJ;Adjudicada;15/10/2015 08:00;tradicional;30/9/2015 00:00;5/10/2015 17:31;
299341-adquisicion-vehiculos-1;299341-adquisicion-vehiculos-1;299341-adquisicion-vehiculos-1;;;299341;Adquisición de vehículos.;CO - Concurso de Ofertas;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Ag. Nac. de Eval. y Acreditación de la Educación Superior / Entes Autónomos y Autárquicos;ADJ;Adjudicada;23/10/2015 11:00;tradicional;31/10/2015 00:00;5/10/2015 17:31;
290551-mantenimiento-reparacion-equipos-informaticos-oficina;290551-mantenimiento-reparacion-equipos-informaticos-oficina-1;290551-mantenimiento-reparacion-equipos-informaticos-oficina-1;;;290551;Mantenimiento y Reparación de Equipos Informáticos y de Oficina;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;ADJ;Adjudicada;6/11/2015 10:00;tradicional;31/8/2015 00:00;5/10/2015 17:30;
299542-equipamiento-laboratorio-chaperia-pintura-regional-ypane-1;299542-equipamiento-laboratorio-chaperia-pintura-regional-ypane-1;299542-equipamiento-laboratorio-chaperia-pintura-regional-ypane-1;;;299542;EQUIPAMIENTO DE LABORATORIO PARA CHAPERIA Y PINTURA PARA REGIONAL YPANE;CO - Concurso de Ofertas;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Servicio Nacional de Promocion Profesional  / Ministerio de Trabajo, Empleo y Seguridad Social / Poder Ejecutivo;ADJ;Adjudicada;19/10/2015 08:00;tradicional;30/9/2015 00:00;5/10/2015 17:29;
293833-construccion-aulas-distrito-tte-irala-fernandez;293833-construccion-aulas-distrito-tte-irala-fernandez-1;293833-construccion-aulas-distrito-tte-irala-fernandez-1;;;293833;CONSTRUCCION DE AULAS EN EL DISTRITO DE TTE. IRALA FERNANDEZ;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Presidente Hayes / Gobiernos Departamentales;ADJ;Adjudicada;15/10/2015 07:30;tradicional;30/6/2015 00:00;5/10/2015 17:28;
293499-pago-espacio-participacion-paraguay-feria-nacional-fitpar-2015-1;293499-pago-espacio-participacion-paraguay-feria-nacional-fitpar-2015-1;293499-pago-espacio-participacion-paraguay-feria-nacional-fitpar-2015-1;;;293499;PAGO DEL ESPACIO PARA LA PARTICIPACION DE PARAGUAY EN LA FERIA NACIONAL FITPAR 2015;CE - Contratación por Excepción;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Secretaria Nacional de Turismo / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;9/10/2015 07:30;tradicional;31/7/2015 00:00;5/10/2015 17:28;
298736-provision-montaje-grua-electrohidraulica-articulada-1;298736-provision-montaje-grua-electrohidraulica-articulada-1;298736-provision-montaje-grua-electrohidraulica-articulada-1;;;298736;PROVISION Y MONTAJE DE GRUA ELECTROHIDRAULICA ARTICULADA;CO - Concurso de Ofertas;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Petróleos Paraguayos / Empresas Públicas;ADJ;Adjudicada;22/10/2015 13:00;tradicional;31/8/2015 00:00;5/10/2015 17:23;
298916-adquisicion-licencia-software-sistemas-informacion-geografica-1;298916-adquisicion-licencia-software-sistemas-informacion-geografica-1;298916-adquisicion-licencia-software-sistemas-informacion-geografica-1;;;298916;Adquisición de Licencia de software de los Sistemas de Informacion Geografica;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Instituto Nacional de Desarrollo Rural y de la Tierra / Entes Autónomos y Autárquicos;ADJ;Adjudicada;30/10/2015 09:00;tradicional;30/9/2015 00:00;5/10/2015 17:18;
287732-adquisicion-muebles-utiles;287732-adquisicion-muebles-utiles-oficina-1;287732-adquisicion-muebles-utiles-oficina-1;;;287732;Adquisición de Muebles y Utiles para Oficina;CD - Contratación Directa;23 - Muebles y Enseres;Municipalidad de San Lázaro / Municipalidades;ADJ;Adjudicada;12/10/2015 11:30;tradicional;31/8/2015 00:00;5/10/2015 17:00;
